imageIndex,detectorType,descriptorType,detectorTime(in ms),descriptorTime(in ms),detectectedKeypoints,avg neighborood size,matchedKeypoints,totalTime(in ms),matches/ms,
3,FAST,FREAK,0.585776,13.3085,155,7,67,13.8943,4.82212
4,FAST,FREAK,0.618711,13.6818,149,7,81,14.3006,5.66412
5,FAST,FREAK,0.580756,13.9362,149,7,70,14.517,4.82193
6,FAST,FREAK,0.616402,13.9412,156,7,83,14.5576,5.70147
7,FAST,FREAK,0.624678,13.6844,150,7,90,14.309,6.28973
8,FAST,FREAK,0.634511,13.861,138,7,86,14.4956,5.93285
9,FAST,FREAK,0.603733,14.0335,143,7,86,14.6372,5.87543

imageIndex,detectorType,descriptorType,detectorTime(in ms),descriptorTime(in ms),detectectedKeypoints,avg neighborood size,matchedKeypoints,totalTime(in ms),matches/ms,
0,BRISK,FREAK,29.4003,24.9358,264,21.5492,NA,54.3361,
1,BRISK,FREAK,29.3913,24.1987,282,21.7853,71,53.5901,1.32487
2,BRISK,FREAK,29.2951,25.0926,282,21.6509,75,54.3877,1.37899
3,BRISK,FREAK,29.4578,24.8971,277,20.3583,66,54.3549,1.21424
4,BRISK,FREAK,29.9835,25.4198,297,22.5911,60,55.4033,1.08297
5,BRISK,FREAK,29.3789,24.3183,279,22.9442,48,53.6972,0.893901
6,BRISK,FREAK,29.452,24.6966,289,21.8014,82,54.1486,1.51435
7,BRISK,FREAK,29.4023,25.3119,272,22.1472,69,54.7142,1.2611
8,BRISK,FREAK,30.0541,25.1238,266,22.5558,66,55.1779,1.19613
9,BRISK,FREAK,29.6491,23.5321,254,22.0389,75,53.1812,1.41027

imageIndex,detectorType,descriptorType,detectorTime(in ms),descriptorTime(in ms),detectectedKeypoints,avg neighborood size,matchedKeypoints,totalTime(in ms),matches/ms,
0,ORB,FREAK,59.5889,28.8843,92,57.0723,NA,88.4733,
1,ORB,FREAK,5.9366,30.0974,102,57.2273,42,36.034,1.16556
2,ORB,FREAK,5.84312,33.7744,106,56.4948,45,39.6175,1.13586
3,ORB,FREAK,5.73187,33.9371,113,55.1436,34,39.669,0.857092
4,ORB,FREAK,5.92266,30.4489,109,56.7442,48,36.3716,1.31971
5,ORB,FREAK,5.93679,30.853,125,56.6367,45,36.7898,1.22317
6,ORB,FREAK,5.6564,33.8198,130,56.7683,54,39.4762,1.36791
7,ORB,FREAK,5.88619,36.4483,129,55.4296,53,42.3345,1.25194
8,ORB,FREAK,6.13362,35.3392,127,54.6723,51,41.4729,1.22972
9,ORB,FREAK,5.75367,33.3076,128,54.3885,55,39.0613,1.40804

imageIndex,detectorType,descriptorType,detectorTime(in ms),descriptorTime(in ms),detectectedKeypoints,avg neighborood size,matchedKeypoints,totalTime(in ms),matches/ms,
0,AKAZE,FREAK,42.8936,17.0488,166,7.72918,NA,59.9423,
1,AKAZE,FREAK,41.5244,16.6764,157,7.49021,94,58.2009,1.6151
2,AKAZE,FREAK,39.5284,17.1046,161,7.45212,95,56.6331,1.67747
3,AKAZE,FREAK,47.5953,16.6143,155,7.57523,88,64.2096,1.37051
4,AKAZE,FREAK,40.9742,16.7955,163,7.73319,86,57.7697,1.48867
5,AKAZE,FREAK,42.3522,16.7439,164,7.68804,86,59.0961,1.45526
6,AKAZE,FREAK,40.0046,19.213,173,7.73879,98,59.2176,1.65491
7,AKAZE,FREAK,38.2492,16.9689,175,7.82613,101,55.2181,1.82911
8,AKAZE,FREAK,39.8707,16.911,177,7.81556,117,56.7818,2.06052
9,AKAZE,FREAK,40.5581,16.8899,179,7.88576,114,57.448,1.9844


imageIndex,detectorType,descriptorType,detectorTime(in ms),descriptorTime(in ms),detectectedKeypoints,avg neighborood size,matchedKeypoints,totalTime(in ms),matches/ms,
0,HARRIS,AKAZE,14.5779,15.002,17,6,NA,29.5799,
1,HARRIS,AKAZE,9.3461,9.96447,14,6,11,19.3106,0.569636
2,HARRIS,AKAZE,7.54018,9.78943,18,6,10,17.3296,0.577047
3,HARRIS,AKAZE,7.45495,9.83088,21,6,12,17.2858,0.69421
